dice,iou,precision,recall,specificity,tp,fp,fn,tn,label,model
0.975928783416748,0.9529891610145569,0.958943247795105,0.9935269355773926,0.9961748719215393,5372.0,230.0,35.0,59899.0,benign,attention_unet
0.945035457611084,0.8957983255386353,0.9655796885490417,0.9253472089767456,0.9997075200080872,533.0,19.0,43.0,64941.0,benign,attention_unet
0.8991637825965881,0.8168007135391235,0.9149149060249329,0.8839458227157593,0.9986822009086609,914.0,85.0,120.0,64417.0,benign,attention_unet
0.926159143447876,0.8624733686447144,0.8736501336097717,0.9853836894035339,0.9981920719146729,809.0,117.0,12.0,64598.0,benign,attention_unet
0.9578602910041809,0.9191285371780396,0.9280387759208679,0.9896620512008667,0.9969375133514404,2489.0,193.0,26.0,62828.0,benign,attention_unet
3.019323679964714e-10,3.019323679964714e-10,1.0,3.019323679964714e-10,1.0,0.0,0.0,3312.0,62224.0,benign,attention_unet
1.3140604160355451e-09,1.3140604160355451e-09,1.0,1.3140604160355451e-09,1.0,0.0,0.0,761.0,64775.0,benign,attention_unet
0.8996062874794006,0.8175312876701355,0.8671726584434509,0.9345602989196777,0.9989238381385803,457.0,70.0,32.0,64977.0,benign,attention_unet
0.9591149687767029,0.9214417934417725,0.983234703540802,0.9361502528190613,0.9997363090515137,997.0,17.0,68.0,64454.0,benign,attention_unet
0.9747474789619446,0.9507389068603516,0.972020149230957,0.9774901270866394,0.9955869913101196,8685.0,250.0,200.0,56401.0,benign,attention_unet
0.9771519899368286,0.955324649810791,0.965607762336731,0.9889755249023438,0.9978808164596558,3678.0,131.0,41.0,61686.0,benign,attention_unet
0.4466317296028137,0.2875247001647949,0.8494327664375305,0.3029654920101166,0.9807409048080444,5241.0,929.0,12058.0,47308.0,benign,attention_unet
0.9319664239883423,0.8726003766059875,0.8920606374740601,0.9756097793579102,0.9961881637573242,2000.0,242.0,50.0,63244.0,benign,attention_unet
0.5101010203361511,0.3423728942871094,0.3423728942871094,1.0,0.9760227203369141,808.0,1552.0,0.0,63176.0,benign,attention_unet
0.948051929473877,0.9012345671653748,0.9125000238418579,0.9864864945411682,0.9995707869529724,292.0,28.0,4.0,65212.0,benign,attention_unet
0.8917197585105896,0.8045976758003235,0.8064516186714172,0.9971510171890259,0.998711347579956,350.0,84.0,1.0,65101.0,benign,attention_unet
0.8306451439857483,0.7103448510169983,0.7136258482933044,0.9935691356658936,0.9980989098548889,309.0,124.0,2.0,65101.0,benign,attention_unet
0.9651678204536438,0.9326805472373962,0.9462899565696716,0.9848142266273499,0.9972293972969055,3048.0,173.0,47.0,62268.0,benign,attention_unet
0.8943175673484802,0.8088376522064209,0.9836448431015015,0.8198636770248413,0.9997829794883728,842.0,14.0,185.0,64495.0,benign,attention_unet
0.9018287062644958,0.8212094902992249,0.911478579044342,0.892380952835083,0.9985888600349426,937.0,91.0,113.0,64395.0,benign,attention_unet
0.7385002970695496,0.5854145884513855,0.9974468350410461,0.5862931609153748,0.9999527931213379,1172.0,3.0,827.0,63534.0,benign,attention_unet
0.9685001373291016,0.9389241933822632,0.9635698199272156,0.9734811782836914,0.9961391687393188,6057.0,229.0,165.0,59085.0,benign,attention_unet
0.08926190435886383,0.04671592637896538,1.0,0.04671592637896538,1.0,569.0,0.0,11611.0,53356.0,benign,attention_unet
0.9355036616325378,0.8788228034973145,0.8843802809715271,0.9929002523422241,0.9807830452919006,8391.0,1097.0,60.0,55988.0,benign,attention_unet
0.9609254598617554,0.9247897267341614,0.93543541431427,0.9878435730934143,0.9979730844497681,1869.0,129.0,23.0,63515.0,benign,attention_unet
0.9205076694488525,0.8527227640151978,0.9490358233451843,0.8936446309089661,0.9988436698913574,1378.0,74.0,164.0,63920.0,benign,attention_unet
0.7867698669433594,0.6484918594360352,0.6623222827911377,0.9688041806221008,0.995612621307373,559.0,285.0,18.0,64674.0,benign,attention_unet
0.9312538504600525,0.8713517785072327,0.8839111924171448,0.983954906463623,0.9952870607376099,2269.0,298.0,37.0,62932.0,benign,attention_unet
0.7913134694099426,0.6546887159347534,0.6932245492935181,0.921735942363739,0.9416391849517822,7561.0,3346.0,642.0,53987.0,benign,attention_unet
0.8757457733154297,0.7789570689201355,0.8759729862213135,0.8755186796188354,0.9962425827980042,1688.0,239.0,240.0,63369.0,benign,attention_unet
0.07669299840927124,0.039875589311122894,0.08101101964712143,0.07281199842691422,0.9033220410346985,500.0,5672.0,6367.0,52997.0,benign,attention_unet
0.7281035780906677,0.572455108165741,0.5982478260993958,0.929961085319519,0.9950631856918335,478.0,321.0,36.0,64701.0,benign,attention_unet
0.9220104217529297,0.8553054928779602,0.9120000004768372,0.9322429895401001,0.9988095164299011,798.0,77.0,58.0,64603.0,benign,attention_unet
6.349206160827237e-10,6.349206160827237e-10,1.4285711813499802e-07,6.377551264868941e-10,0.9998905658721924,0.0,7.0,1568.0,63961.0,benign,attention_unet
0.9203187227249146,0.8523985147476196,0.9481785297393799,0.894049346446991,0.9984086751937866,1848.0,101.0,219.0,63368.0,benign,attention_unet
0.931951642036438,0.8725743889808655,0.9479972124099731,0.9164401888847351,0.9988449215888977,1349.0,74.0,123.0,63990.0,benign,attention_unet
0.9397244453430176,0.8863020539283752,0.9329249262809753,0.9466238021850586,0.9887022972106934,8832.0,635.0,498.0,55571.0,benign,attention_unet
0.9462472200393677,0.8979783654212952,0.9147509336471558,0.979989767074585,0.9972006678581238,1910.0,178.0,39.0,63409.0,benign,attention_unet
0.9555877447128296,0.9149526953697205,0.965255618095398,0.9461116790771484,0.9954900741577148,7251.0,261.0,413.0,57611.0,benign,attention_unet
0.9285831451416016,0.8666871190071106,0.8842380046844482,0.9776110649108887,0.9804997444152832,8471.0,1109.0,194.0,55762.0,benign,attention_unet
0.9467518925666809,0.8988877534866333,0.9260416626930237,0.9684095978736877,0.9989012479782104,889.0,71.0,29.0,64547.0,benign,attention_unet
0.9334341883659363,0.8751773238182068,0.9098505973815918,0.9582729339599609,0.983589231967926,9255.0,917.0,403.0,54961.0,benign,attention_unet
0.7307155728340149,0.5756909251213074,0.6286008358001709,0.8724417090415955,0.9829273819923401,1833.0,1083.0,268.0,62352.0,benign,attention_unet
0.9630049467086792,0.9286495447158813,0.945712685585022,0.9809413552284241,0.996858537197113,3397.0,195.0,66.0,61878.0,benign,attention_unet
3.1094526953268087e-10,3.1094526953268087e-10,1.0,3.1094526953268087e-10,1.0,0.0,0.0,3216.0,62320.0,benign,attention_unet
0.8689342141151428,0.7682437896728516,0.7738287448883057,0.9906928539276123,0.995663583278656,958.0,280.0,9.0,64289.0,benign,attention_unet
0.9385328888893127,0.8841845393180847,0.9008480906486511,0.9795082211494446,0.9833133816719055,8604.0,947.0,180.0,55805.0,benign,attention_unet
0.8543994426727295,0.7458091974258423,0.7594661712646484,0.9764565229415894,0.9877042770385742,2447.0,775.0,59.0,62255.0,benign,attention_unet
0.9028428792953491,0.822892963886261,0.8326130509376526,0.9860116243362427,0.9907196164131165,2890.0,581.0,41.0,62024.0,benign,attention_unet
0.3655793070793152,0.22367516160011292,0.22464144229888916,0.9811320900917053,0.8572973608970642,2600.0,8974.0,50.0,53912.0,benign,attention_unet
0.9247464537620544,0.8600264191627502,0.8737064003944397,0.9821197986602783,0.989177942276001,4559.0,659.0,83.0,60235.0,benign,attention_unet
1.0049241300214007e-10,1.0049241300214007e-10,6.52741527495948e-10,1.1877895889078616e-10,0.9731778502464294,0.0,1532.0,8419.0,55585.0,benign,attention_unet
0.9308291077613831,0.870608389377594,0.971319317817688,0.8935796022415161,0.9995341300964355,1016.0,30.0,121.0,64369.0,benign,attention_unet
0.924713134765625,0.8599687814712524,0.8644688725471497,0.9939831495285034,0.9871676564216614,4956.0,777.0,30.0,59773.0,benign,attention_unet
0.901668906211853,0.8209445476531982,0.8298048973083496,0.9871605038642883,0.9935443997383118,1999.0,410.0,26.0,63101.0,benign,attention_unet
0.9433408379554749,0.8927578926086426,0.8942486047744751,0.9981362819671631,0.990610659122467,4820.0,570.0,9.0,60137.0,benign,attention_unet
0.9573432803153992,0.9181768894195557,0.9609313011169434,0.9537819623947144,0.9939292073249817,8461.0,344.0,410.0,56321.0,benign,attention_unet
0.855889081954956,0.7480822205543518,0.9413127303123474,0.7846797704696655,0.994875431060791,4876.0,304.0,1338.0,59018.0,benign,attention_unet
0.9561147093772888,0.915919303894043,0.9430550336837769,0.9695411324501038,0.9976511001586914,2451.0,148.0,77.0,62860.0,benign,attention_unet
0.8997739553451538,0.817808210849762,0.817808210849762,1.0,0.9958658218383789,1194.0,266.0,0.0,64076.0,benign,attention_unet
0.9521958231925964,0.9087536334991455,0.9643208384513855,0.9403719305992126,0.9881308078765869,15676.0,580.0,994.0,48286.0,benign,attention_unet
0.3451232612133026,0.20854921638965607,0.5962963104248047,0.24283559620380402,0.9983198046684265,161.0,109.0,502.0,64764.0,benign,attention_unet
0.9164733290672302,0.8458244204521179,0.8886389136314392,0.946107804775238,0.998469889163971,790.0,99.0,45.0,64602.0,benign,attention_unet
0.9315752387046814,0.8719147443771362,0.8823084235191345,0.9866694808006287,0.9897714257240295,4663.0,622.0,63.0,60188.0,benign,attention_unet
0.91254061460495,0.8391491174697876,0.8430783748626709,0.9944766759872437,0.9491578340530396,14044.0,2614.0,78.0,48800.0,benign,attention_unet
0.7332820892333984,0.5788834691047668,0.6053299307823181,0.9298245906829834,0.9952170848846436,477.0,311.0,36.0,64712.0,benign,attention_unet
0.7240069508552551,0.5674067139625549,0.5687792301177979,0.9957650899887085,0.9085060954093933,7054.0,5348.0,30.0,53104.0,benign,attention_unet
0.8956975936889648,0.8110980987548828,0.955777108669281,0.8427245020866394,0.9800470471382141,18695.0,865.0,3489.0,42487.0,malignant,attention_unet
0.7204234004020691,0.5630170106887817,0.9278267621994019,0.5888040661811829,0.9985842704772949,1157.0,90.0,808.0,63481.0,malignant,attention_unet
0.14663460850715637,0.0791180282831192,0.1135587990283966,0.2068965584039688,0.9078357219696045,732.0,5714.0,2806.0,56284.0,malignant,attention_unet
0.8615577816963196,0.756786584854126,0.758879542350769,0.996368944644928,0.8680660724639893,19208.0,6103.0,70.0,40155.0,malignant,attention_unet
0.8996338248252869,0.8175767660140991,0.8483754396438599,0.9574844837188721,0.940371572971344,16215.0,2898.0,720.0,45703.0,malignant,attention_unet
0.9246817231178284,0.8599144816398621,0.9130924344062805,0.9365690350532532,0.9414486289024353,24333.0,2316.0,1648.0,37239.0,malignant,attention_unet
0.5016187429428101,0.3347737491130829,0.9471741914749146,0.34114325046539307,0.9957196116447449,4106.0,229.0,7930.0,53271.0,malignant,attention_unet
0.8787683844566345,0.7837527394294739,0.8781089186668396,0.8794288039207458,0.9797766208648682,8191.0,1137.0,1123.0,55085.0,malignant,attention_unet
0.7300042510032654,0.5748084187507629,0.7730246782302856,0.6915197372436523,0.9464998245239258,9451.0,2775.0,4216.0,49094.0,malignant,attention_unet
0.7531262040138245,0.604011595249176,0.9494197368621826,0.6240940690040588,0.9894992709159851,9817.0,523.0,5913.0,49283.0,malignant,attention_unet
